# Feature selection method: MIC
# The features were ranked according to their importance, the topper the more important the feature is
=======================
feature	MIC-value
SeqPos.1.QIAN880123	0.007
SeqPos.3.TANS770103	0.007
SeqPos.4.RICJ880111	0.007
SeqPos.9.CHOP780210	0.007
SeqPos.3.LEWP710101	0.007
SeqPos.4.FINA910104	0.007
SeqPos.9.VINM940101	0.007
SeqPos.7.CHOP780208	0.007
SeqPos.3.WERD780102	0.007
SeqPos.3.GUYH850102	0.007
SeqPos.2.CHOC760103	0.007
SeqPos.4.SNEP660104	0.007
SeqPos.7.FUKS010101	0.007
SeqPos.3.AURR980107	0.007
SeqPos.4.PARS000102	0.007
SeqPos.3.TAKK010101	0.007
SeqPos.8.OOBM770104	0.007
SeqPos.6.FUKS010101	0.007
SeqPos.5.WOLS870101	0.007
SeqPos.3.FUKS010110	0.007
SeqPos.2.LEVM780102	0.007
SeqPos.2.PRAM900103	0.007
SeqPos.5.WILM950104	0.007
SeqPos.9.CEDJ970103	0.007
SeqPos.2.KYTJ820101	0.007
SeqPos.2.QIAN880119	0.007
SeqPos.1.FASG760104	0.007
SeqPos.2.OOBM770105	0.007
SeqPos.5.PRAM900104	0.007
SeqPos.4.NAKH920105	0.007
SeqPos.1.CIDH920102	0.007
SeqPos.3.CEDJ970103	0.007
SeqPos.3.BASU050102	0.007
SeqPos.5.RACS820104	0.007
SeqPos.1.GEIM800102	0.007
SeqPos.3.AURR980116	0.007
SeqPos.7.QIAN880121	0.007
SeqPos.4.RICJ880103	0.007
SeqPos.2.RADA880108	0.007
SeqPos.6.QIAN880137	0.007
SeqPos.2.SUYM030101	0.007
SeqPos.3.JANJ780103	0.007
SeqPos.8.AURR980115	0.007
SeqPos.5.QIAN880134	0.007
SeqPos.2.EISD860102	0.007
SeqPos.2.WOLR790101	0.007
SeqPos.2.RICJ880104	0.007
SeqPos.7.RACS820106	0.007
SeqPos.5.RADA880105	0.007
SeqPos.4.VASM830101	0.007
SeqPos.7.PLIV810101	0.007
SeqPos.4.YUTK870101	0.007
SeqPos.9.GEIM800109	0.007
SeqPos.9.GEOR030107	0.007
SeqPos.7.ISOY800102	0.007
SeqPos.4.LEVM760102	0.007
SeqPos.2.FUKS010107	0.007
SeqPos.3.DESM900102	0.007
SeqPos.9.CHOP780209	0.007
SeqPos.9.PALJ810104	0.007
SeqPos.3.MAXF760101	0.007
SeqPos.1.SNEP660102	0.007
SeqPos.7.NAGK730102	0.007
SeqPos.6.CIDH920102	0.007
SeqPos.6.TANS770103	0.007
SeqPos.2.QIAN880124	0.007
SeqPos.5.RICJ880104	0.007
SeqPos.4.CRAJ730101	0.007
SeqPos.9.FAUJ880108	0.007
SeqPos.2.TANS770107	0.007
SeqPos.4.QIAN880134	0.007
SeqPos.1.MIYS990101	0.007
SeqPos.9.WERD780102	0.007
SeqPos.5.AURR980101	0.007
SeqPos.6.KARP850101	0.007
SeqPos.2.WEBA780101	0.007
SeqPos.3.LEVM780105	0.007
SeqPos.1.QIAN880124	0.007
SeqPos.9.ISOY800102	0.007
SeqPos.5.KOEP990102	0.007
SeqPos.4.NAKH900108	0.007
SeqPos.4.FUKS010106	0.007
SeqPos.1.FAUJ830101	0.007
SeqPos.6.NAKH900110	0.007
SeqPos.1.ROBB760110	0.007
SeqPos.7.QIAN880105	0.007
SeqPos.7.CHOP780211	0.007
SeqPos.8.DESM900102	0.007
SeqPos.4.CHOP780201	0.007
SeqPos.6.FASG760104	0.007
SeqPos.8.MAXF760105	0.007
SeqPos.8.SIMZ760101	0.007
SeqPos.1.QIAN880120	0.007
SeqPos.5.RACS820114	0.007
SeqPos.8.AURR980103	0.007
SeqPos.8.GRAR740101	0.007
SeqPos.2.RICJ880112	0.007
SeqPos.3.QIAN880106	0.007
SeqPos.6.CHAM810101	0.007
SeqPos.8.ROSM880101	0.007
SeqPos.1.WIMW960101	0.007
SeqPos.5.FUKS010112	0.007
SeqPos.2.WERD780104	0.007
SeqPos.6.VINM940103	0.007
SeqPos.2.RADA880101	0.007
SeqPos.7.FASG890101	0.007
SeqPos.5.WOLR810101	0.007
SeqPos.8.NAKH900113	0.007
SeqPos.8.RACS820114	0.007
SeqPos.3.DAYM780101	0.007
SeqPos.8.PALJ810104	0.007
SeqPos.7.QIAN880112	0.007
SeqPos.6.PALJ810101	0.007
SeqPos.1.QIAN880126	0.007
SeqPos.6.MEIH800103	0.007
SeqPos.4.VINM940101	0.007
SeqPos.1.RICJ880116	0.007
SeqPos.8.RADA880104	0.007
SeqPos.3.CHOP780210	0.007
SeqPos.9.WOLR810101	0.007
SeqPos.9.KYTJ820101	0.007
SeqPos.5.BEGF750101	0.007
SeqPos.1.FAUJ880109	0.007
SeqPos.7.LEVM780105	0.007
SeqPos.9.PALJ810101	0.007
SeqPos.3.GEIM800107	0.007
SeqPos.9.QIAN880127	0.007
SeqPos.5.AURR980120	0.007
SeqPos.2.KRIW790101	0.007
SeqPos.2.TAKK010101	0.007
SeqPos.6.TAKK010101	0.007
SeqPos.4.CHOC760101	0.007
SeqPos.9.FUKS010104	0.007
SeqPos.6.WILM950101	0.007
SeqPos.5.LEVM780101	0.007
SeqPos.5.PRAM900102	0.007
SeqPos.1.TANS770102	0.007
SeqPos.3.SNEP660103	0.007
SeqPos.7.CORJ870104	0.007
SeqPos.2.CHOP780206	0.007
SeqPos.2.JOND750102	0.007
SeqPos.1.AURR980116	0.007
SeqPos.4.RICJ880108	0.007
SeqPos.7.ROBB760111	0.007
SeqPos.1.JOND750102	0.007
SeqPos.8.FASG760101	0.007
SeqPos.3.FUKS010112	0.007
SeqPos.6.RACS820108	0.007
SeqPos.6.LEVM780101	0.007
SeqPos.6.PRAM900102	0.007
SeqPos.9.VINM940104	0.007
SeqPos.2.ZASB820101	0.007
SeqPos.3.CRAJ730102	0.007
SeqPos.9.FAUJ880107	0.007
SeqPos.2.PALJ810115	0.007
SeqPos.8.CORJ870106	0.007
SeqPos.9.ZHOH040103	0.007
SeqPos.9.CIDH920104	0.007
SeqPos.5.ANDN920101	0.007
SeqPos.2.GUYH850104	0.007
SeqPos.6.RICJ880103	0.007
SeqPos.4.ROBB760107	0.007
SeqPos.7.GEOR030107	0.007
SeqPos.5.BURA740101	0.007
SeqPos.4.ZHOH040101	0.007
SeqPos.9.WOLR790101	0.007
SeqPos.5.GEIM800101	0.007
SeqPos.8.WOEC730101	0.007
SeqPos.8.QIAN880137	0.007
SeqPos.5.GEOR030107	0.007
SeqPos.3.QIAN880127	0.007
SeqPos.8.VINM940102	0.007
SeqPos.7.FINA770101	0.007
SeqPos.4.AURR980117	0.007
SeqPos.5.MIYS990104	0.007
SeqPos.2.AURR980109	0.007
SeqPos.4.KHAG800101	0.007
SeqPos.3.PONP800103	0.007
SeqPos.8.WOLS870101	0.007
SeqPos.9.FAUJ880109	0.007
SeqPos.3.NAKH900102	0.007
SeqPos.4.YUTK870102	0.007
SeqPos.6.QIAN880111	0.007
SeqPos.2.GEIM800103	0.007
SeqPos.1.KUMS000103	0.007
SeqPos.6.CHOC760102	0.007
SeqPos.4.CHOP780213	0.007
SeqPos.7.ROBB760108	0.007
SeqPos.2.BUNA790102	0.007
SeqPos.7.BULH740102	0.007
SeqPos.3.QIAN880107	0.007
SeqPos.9.QIAN880133	0.007
SeqPos.5.ONEK900101	0.007
SeqPos.2.PONP800102	0.007
SeqPos.3.CHOP780201	0.007
SeqPos.2.HUTJ700101	0.007
SeqPos.4.BROC820101	0.007
SeqPos.9.WOLS870103	0.007
SeqPos.4.FASG760102	0.007
SeqPos.4.ISOY800101	0.007
SeqPos.8.FODM020101	0.007
SeqPos.1.KARP850101	0.007
SeqPos.8.JUNJ780101	0.007
SeqPos.4.NAKH920106	0.007
SeqPos.1.GEIM800106	0.007
SeqPos.8.LEVM780106	0.007
SeqPos.3.CHOP780209	0.007
SeqPos.2.QIAN880106	0.007
SeqPos.3.WILM950104	0.007
SeqPos.3.RICJ880107	0.007
SeqPos.7.QIAN880129	0.007
SeqPos.1.AURR980104	0.007
SeqPos.4.FAUJ880113	0.007
SeqPos.6.SNEP660101	0.007
SeqPos.6.CRAJ730101	0.007
SeqPos.3.FUKS010104	0.007
SeqPos.7.GEOR030104	0.007
SeqPos.9.BASU050102	0.007
SeqPos.9.RICJ880110	0.007
SeqPos.5.ROBB760101	0.007
SeqPos.8.QIAN880102	0.007
SeqPos.9.KHAG800101	0.007
SeqPos.8.WOLS870103	0.007
SeqPos.3.AURR980108	0.007
SeqPos.2.KARP850103	0.007
SeqPos.2.BIOV880101	0.007
SeqPos.2.ZIMJ680104	0.007
SeqPos.4.JACR890101	0.007
SeqPos.8.MEEJ810101	0.007
SeqPos.6.COHE430101	0.007
SeqPos.9.WERD780104	0.007
SeqPos.6.SWER830101	0.007
SeqPos.6.CORJ870102	0.007
SeqPos.1.BROC820102	0.007
SeqPos.2.NADH010102	0.007
SeqPos.5.PALJ810105	0.007
SeqPos.8.CIDH920101	0.007
SeqPos.3.TANS770107	0.007
SeqPos.3.NAKH900103	0.007
SeqPos.2.PALJ810108	0.007
SeqPos.3.CEDJ970105	0.007
SeqPos.4.WOEC730101	0.007
SeqPos.7.PTIO830102	0.007
SeqPos.5.OOBM850105	0.007
SeqPos.9.CHOC760102	0.007
SeqPos.2.AURR980111	0.007
SeqPos.6.AURR980105	0.007
SeqPos.5.MUNV940101	0.007
SeqPos.2.KHAG800101	0.007
SeqPos.3.WOLS870103	0.007
SeqPos.9.ROSM880103	0.007
SeqPos.1.KRIW790101	0.007
SeqPos.5.QIAN880120	0.007
SeqPos.2.CORJ870103	0.007
SeqPos.1.CHOC760101	0.007
SeqPos.4.TANS770101	0.007
SeqPos.2.QIAN880107	0.007
SeqPos.2.KANM800101	0.007
SeqPos.3.CORJ870103	0.007
SeqPos.3.TANS770109	0.007
SeqPos.3.KOEP990102	0.007
SeqPos.1.CHAM830102	0.007
SeqPos.1.BHAR880101	0.007
SeqPos.2.CEDJ970105	0.007
SeqPos.6.ROBB760112	0.007
SeqPos.5.WOLR790101	0.007
SeqPos.3.CIDH920104	0.007
SeqPos.2.VINM940102	0.007
SeqPos.5.PLIV810101	0.007
SeqPos.7.CHOP780209	0.006
SeqPos.7.CHOP780210	0.006
SeqPos.7.YUTK870101	0.006
SeqPos.9.QIAN880138	0.006
SeqPos.2.VELV850101	0.006
SeqPos.2.COSI940101	0.006
SeqPos.8.AURR980113	0.006
SeqPos.1.SWER830101	0.006
SeqPos.1.CORJ870102	0.006
SeqPos.4.RACS770103	0.006
SeqPos.7.JUNJ780101	0.006
SeqPos.6.RICJ880115	0.006
SeqPos.1.PONP800105	0.006
SeqPos.6.QIAN880112	0.006
SeqPos.4.ZASB820101	0.006
SeqPos.8.MIYS990105	0.006
SeqPos.3.NAKH900101	0.006
SeqPos.1.LEVM780101	0.006
SeqPos.1.PRAM900102	0.006
SeqPos.9.AURR980120	0.006
SeqPos.7.DIGM050101	0.006
SeqPos.8.ZIMJ680101	0.006
SeqPos.2.CORJ870101	0.006
SeqPos.2.GUYH850105	0.006
SeqPos.6.NAKH900111	0.006
SeqPos.2.CHOP780101	0.006
SeqPos.1.PARJ860101	0.006
SeqPos.2.MAXF760106	0.006
SeqPos.3.CHOP780204	0.006
SeqPos.2.CHOP780215	0.006
SeqPos.1.WOLR810101	0.006
SeqPos.4.QIAN880132	0.006
SeqPos.1.FUKS010102	0.006
SeqPos.6.PUNT030102	0.006
SeqPos.6.ZIMJ680105	0.006
SeqPos.6.ZIMJ680104	0.006
SeqPos.3.WERD780101	0.006
SeqPos.5.ZIMJ680101	0.006
SeqPos.3.RICJ880108	0.006
SeqPos.7.PALJ810114	0.006
SeqPos.6.KRIW790103	0.006
SeqPos.7.GEIM800110	0.006
SeqPos.8.ISOY800102	0.006
SeqPos.3.FASG890101	0.006
SeqPos.3.CRAJ730101	0.006
SeqPos.3.OOBM770103	0.006
SeqPos.3.RACS770103	0.006
SeqPos.2.LIFS790101	0.006
SeqPos.7.QIAN880128	0.006
SeqPos.7.ZHOH040103	0.006
SeqPos.6.QIAN880120	0.006
SeqPos.9.LEVM760106	0.006
SeqPos.6.BHAR880101	0.006
SeqPos.5.FASG760102	0.006
SeqPos.3.NAKH920103	0.006
SeqPos.4.QIAN880114	0.006
SeqPos.8.RICJ880106	0.006
SeqPos.4.FAUJ880103	0.006
SeqPos.1.JACR890101	0.006
SeqPos.6.FAUJ880104	0.006
SeqPos.6.RICJ880110	0.006
SeqPos.5.AURR980106	0.006
SeqPos.4.LEVM780102	0.006
SeqPos.4.PRAM900103	0.006
SeqPos.7.AURR980113	0.006
SeqPos.7.VINM940101	0.006
SeqPos.8.RACS820102	0.006
SeqPos.6.CHOP780204	0.006
SeqPos.8.KUMS000101	0.006
SeqPos.7.WOEC730101	0.006
SeqPos.1.AURR980113	0.006
SeqPos.1.FODM020101	0.006
SeqPos.4.SUEM840101	0.006
SeqPos.1.SUEM840101	0.006
SeqPos.3.JACR890101	0.006
SeqPos.3.QIAN880108	0.006
SeqPos.9.ROBB790101	0.006
SeqPos.9.QIAN880113	0.006
SeqPos.6.AURR980117	0.006
SeqPos.6.BROC820102	0.006
SeqPos.7.EISD860102	0.006
SeqPos.3.AURR980109	0.006
SeqPos.7.KRIW790103	0.006
SeqPos.6.MITS020101	0.006
SeqPos.2.PALJ810102	0.006
SeqPos.2.ROBB760107	0.006
SeqPos.5.PRAM900101	0.006
SeqPos.5.ENGD860101	0.006
SeqPos.9.NAKH900113	0.006
SeqPos.3.GEIM800104	0.006
SeqPos.6.CHOP780210	0.006
SeqPos.3.GEIM800111	0.006
SeqPos.2.GEIM800107	0.006
SeqPos.9.LIFS790102	0.006
SeqPos.7.TANS770107	0.006
SeqPos.2.ISOY800101	0.006
SeqPos.2.AURR980119	0.006
SeqPos.9.PONP800104	0.006
SeqPos.2.QIAN880104	0.006
SeqPos.4.CHOP780215	0.006
SeqPos.5.MAXF760104	0.006
SeqPos.3.PUNT030102	0.006
SeqPos.1.BASU050101	0.006
SeqPos.1.KARP850103	0.006
SeqPos.7.RICJ880106	0.006
SeqPos.6.FUKS010110	0.006
SeqPos.1.MCMT640101	0.006
SeqPos.8.ROBB760102	0.006
SeqPos.5.HOPA770101	0.006
SeqPos.2.FUKS010112	0.006
SeqPos.9.DAYM780201	0.006
SeqPos.7.MUNV940103	0.006
SeqPos.9.MEEJ810102	0.006
SeqPos.5.NADH010101	0.006
SeqPos.9.RACS820114	0.006
SeqPos.3.GOLD730101	0.006
SeqPos.7.TANS770103	0.006
SeqPos.4.RADA880104	0.006
SeqPos.6.BULH740102	0.006
SeqPos.9.ROBB760109	0.006
SeqPos.4.CHOP780209	0.006
SeqPos.1.ZHOH040103	0.006
SeqPos.7.BASU050101	0.006
SeqPos.5.TANS770106	0.006
SeqPos.6.RICJ880107	0.006
SeqPos.7.LEWP710101	0.006
SeqPos.5.CHOC760104	0.006
SeqPos.3.LIFS790101	0.006
SeqPos.3.COHE430101	0.006
SeqPos.5.CHOP780212	0.006
SeqPos.2.YUTK870101	0.006
SeqPos.2.ISOY800107	0.006
SeqPos.2.JANJ790102	0.006
SeqPos.8.FUKS010105	0.006
SeqPos.4.MAXF760105	0.006
SeqPos.7.CHOC760101	0.006
SeqPos.5.LIFS790102	0.006
SeqPos.2.GEOR030105	0.006
SeqPos.2.CHOP780205	0.006
SeqPos.3.EISD840101	0.006
SeqPos.4.GEIM800107	0.006
SeqPos.6.FAUJ880102	0.006
SeqPos.9.PALJ810114	0.006
SeqPos.3.NAKH900105	0.006
SeqPos.4.LEVM760104	0.006
SeqPos.9.QIAN880120	0.006
SeqPos.2.PONJ960101	0.006
SeqPos.5.KARP850103	0.006
SeqPos.1.HOPA770101	0.006
SeqPos.6.ISOY800107	0.006
SeqPos.2.MITS020101	0.006
SeqPos.3.PALJ810109	0.006
SeqPos.9.FINA770101	0.006
SeqPos.1.FASG760102	0.006
SeqPos.7.TANS770110	0.006
SeqPos.9.RICJ880116	0.006
SeqPos.6.LEVM760101	0.006
SeqPos.9.TANS770104	0.006
SeqPos.3.NAGK730101	0.006
SeqPos.9.TAKK010101	0.006
SeqPos.3.RICJ880110	0.006
SeqPos.5.QIAN880113	0.006
SeqPos.7.CHOP780214	0.006
SeqPos.1.FASG760103	0.006
SeqPos.6.CHOC760101	0.006
SeqPos.1.MEEJ800101	0.006
SeqPos.1.RICJ880111	0.006
SeqPos.9.GEIM800110	0.006
SeqPos.6.ROBB760102	0.006
SeqPos.6.VHEG790101	0.006
SeqPos.5.CORJ870104	0.006
SeqPos.4.CHOP780203	0.006
SeqPos.4.GUYH850102	0.006
SeqPos.4.AURR980116	0.006
SeqPos.7.TAKK010101	0.006
SeqPos.2.QIAN880115	0.006
SeqPos.6.ROSM880101	0.006
SeqPos.7.QIAN880120	0.006
SeqPos.5.AURR980103	0.006
SeqPos.6.NAKH900104	0.006
SeqPos.7.MUNV940101	0.006
SeqPos.2.JACR890101	0.006
SeqPos.2.PALJ810106	0.006
SeqPos.8.SWER830101	0.006
SeqPos.8.CORJ870102	0.006
SeqPos.2.PALJ810104	0.006
SeqPos.2.DIGM050101	0.006
SeqPos.1.EISD860103	0.006
SeqPos.6.WILM950104	0.006
SeqPos.6.ZIMJ680102	0.006
SeqPos.2.MCMT640101	0.006
SeqPos.7.NADH010106	0.006
SeqPos.3.OOBM770101	0.006
SeqPos.1.WOLR790101	0.006
SeqPos.7.JUKT750101	0.006
SeqPos.4.PALJ810103	0.006
SeqPos.2.ZIMJ680101	0.006
SeqPos.2.CEDJ970102	0.006
SeqPos.9.ISOY800105	0.006
SeqPos.7.LIFS790102	0.006
SeqPos.3.FASG760102	0.006
SeqPos.2.LEVM780101	0.006
SeqPos.2.PRAM900102	0.006
SeqPos.1.CHAM830101	0.006
SeqPos.2.WIMW960101	0.006
SeqPos.8.MAXF760101	0.006
SeqPos.3.QIAN880135	0.006
SeqPos.6.RACS770101	0.006
SeqPos.2.CHOP780209	0.006
SeqPos.1.SNEP660103	0.006
SeqPos.5.RADA880101	0.006
SeqPos.3.RACS820105	0.006
SeqPos.2.AURR980103	0.006
SeqPos.9.NAKH900103	0.006
SeqPos.7.FUKS010104	0.006
SeqPos.3.QIAN880125	0.006
SeqPos.1.MIYS990104	0.006
SeqPos.1.AURR980107	0.006
SeqPos.2.ISOY800103	0.006
SeqPos.6.HOPT810101	0.006
SeqPos.7.AURR980119	0.006
SeqPos.8.AURR980106	0.006
SeqPos.3.WERD780103	0.006
SeqPos.5.TANS770107	0.006
SeqPos.4.KLEP840101	0.006
SeqPos.6.QIAN880134	0.006
SeqPos.9.CHOP780206	0.006
SeqPos.5.QIAN880105	0.006
SeqPos.8.ARGP820101	0.006
SeqPos.8.JOND750101	0.006
SeqPos.7.RACS820111	0.006
SeqPos.1.BIOV880102	0.006
SeqPos.4.WILM950101	0.006
SeqPos.2.MANP780101	0.006
SeqPos.8.TANS770103	0.006
SeqPos.7.RICJ880105	0.006
SeqPos.1.NAKH920106	0.006
SeqPos.2.ANDN920101	0.006
SeqPos.9.CHOP780205	0.006
SeqPos.9.AURR980111	0.006
SeqPos.8.AURR980119	0.006
SeqPos.4.FUKS010102	0.006
SeqPos.2.PALJ810107	0.006
SeqPos.2.TSAJ990101	0.006
SeqPos.2.TSAJ990102	0.006
SeqPos.3.RADA880107	0.006
SeqPos.9.CHOP780216	0.006
SeqPos.9.PALJ810109	0.006
SeqPos.5.COHE430101	0.006
SeqPos.9.RACS820109	0.006
SeqPos.1.AURR980112	0.006
SeqPos.6.HUTJ700103	0.006
SeqPos.6.RICJ880112	0.006
SeqPos.6.EISD860101	0.006
SeqPos.9.WILM950101	0.006
SeqPos.2.SIMZ760101	0.006
SeqPos.9.MEEJ810101	0.006
SeqPos.3.RICJ880112	0.006
SeqPos.6.ROSM880102	0.006
SeqPos.6.FAUJ880110	0.006
SeqPos.7.HUTJ700101	0.006
SeqPos.3.BASU050101	0.006
SeqPos.5.OOBM850101	0.006
SeqPos.5.MEIH800103	0.006
SeqPos.5.NAKH900111	0.006
SeqPos.4.WIMW960101	0.006
SeqPos.6.TANS770110	0.006
SeqPos.7.KHAG800101	0.006
SeqPos.2.CIDH920102	0.006
SeqPos.1.CHOP780212	0.006
SeqPos.9.OOBM850105	0.006
SeqPos.1.JANJ780101	0.006
SeqPos.8.QIAN880105	0.006
SeqPos.4.CHOP780214	0.006
SeqPos.7.ROBB760110	0.006
SeqPos.2.CRAJ730102	0.006
SeqPos.4.FUKS010110	0.006
SeqPos.5.MAXF760101	0.006
SeqPos.5.BULH740101	0.006
SeqPos.3.FAUJ880101	0.006
SeqPos.9.QIAN880104	0.006
SeqPos.4.KARP850103	0.006
SeqPos.1.RACS820101	0.006
SeqPos.3.KUMS000103	0.006
SeqPos.1.RACS820103	0.006
SeqPos.9.VASM830103	0.006
SeqPos.3.CEDJ970104	0.006
SeqPos.4.KARP850101	0.006
SeqPos.2.QIAN880130	0.006
SeqPos.4.OOBM850101	0.006
SeqPos.4.PALJ810104	0.006
SeqPos.6.GEIM800106	0.006
SeqPos.7.ROBB760112	0.006
SeqPos.2.NAKH900105	0.006
SeqPos.7.MIYS990105	0.006
SeqPos.2.CIDH920105	0.006
SeqPos.5.FAUJ880101	0.006
SeqPos.3.HUTJ700103	0.006
SeqPos.4.SIMZ760101	0.006
SeqPos.2.ISOY800102	0.006
SeqPos.9.FINA910103	0.006
SeqPos.1.ISOY800106	0.006
SeqPos.4.OOBM770103	0.006
SeqPos.5.RACS820101	0.006
SeqPos.6.WILM950103	0.006
SeqPos.5.ISOY800108	0.006
SeqPos.1.QIAN880108	0.006
SeqPos.8.TANS770109	0.006
SeqPos.6.GEOR030105	0.006
SeqPos.9.NAKH900109	0.006
SeqPos.3.MAXF760106	0.006
SeqPos.1.NAKH900110	0.006
SeqPos.2.BIGC670101	0.006
SeqPos.5.ROBB760105	0.006
SeqPos.2.OOBM770104	0.006
SeqPos.8.NAKH900105	0.006
SeqPos.4.VINM940104	0.006
SeqPos.3.JANJ780102	0.006
SeqPos.8.TANS770107	0.006
SeqPos.3.QIAN880116	0.006
SeqPos.6.GEIM800105	0.006
SeqPos.2.KUMS000104	0.006
SeqPos.5.CEDJ970102	0.006
SeqPos.1.CORJ870108	0.006
SeqPos.1.WERD780101	0.006
SeqPos.1.PALJ810104	0.006
SeqPos.1.ROBB760109	0.006
SeqPos.4.MIYS990103	0.006
SeqPos.2.RICJ880113	0.006
SeqPos.8.KYTJ820101	0.006
SeqPos.7.PALJ810111	0.006
SeqPos.1.KIDA850101	0.006
SeqPos.2.QIAN880117	0.006
SeqPos.7.CASG920101	0.006
SeqPos.7.NAKH900106	0.006
SeqPos.3.QIAN880121	0.006
SeqPos.2.FAUJ880113	0.006
SeqPos.4.GEIM800111	0.006
SeqPos.3.MEIH800103	0.006
SeqPos.1.PARS000102	0.006
SeqPos.3.GEOR030108	0.006
SeqPos.6.PALJ810113	0.006
SeqPos.5.QIAN880106	0.006
SeqPos.3.EISD860102	0.006
SeqPos.1.NAKH920102	0.006
SeqPos.3.PALJ810107	0.006
SeqPos.2.FAUJ880103	0.006
SeqPos.5.LEVM780105	0.006
SeqPos.4.BHAR880101	0.006
SeqPos.9.FASG760103	0.006
SeqPos.9.CHAM810101	0.006
SeqPos.3.RACS820107	0.006
SeqPos.8.EISD860103	0.006
SeqPos.2.QIAN880108	0.006
SeqPos.6.KRIW790101	0.006
SeqPos.4.GEIM800102	0.006
SeqPos.1.GUOD860101	0.006
SeqPos.4.VELV850101	0.006
SeqPos.4.COSI940101	0.006
SeqPos.7.QIAN880123	0.006
SeqPos.3.FAUJ880106	0.006
SeqPos.1.KANM800102	0.006
SeqPos.5.RICJ880115	0.006
SeqPos.3.NAKH900108	0.006
SeqPos.2.FUKS010108	0.006
SeqPos.2.LEVM780104	0.006
SeqPos.7.PALJ810106	0.006
SeqPos.1.TANS770106	0.006
SeqPos.7.ARGP820102	0.006
SeqPos.9.QIAN880135	0.006
SeqPos.5.WEBA780101	0.006
SeqPos.7.CRAJ730103	0.006
SeqPos.4.ARGP820103	0.006
SeqPos.1.DESM900102	0.006
SeqPos.9.BEGF750102	0.006
SeqPos.1.HUTJ700101	0.006
SeqPos.2.COWR900101	0.006
SeqPos.4.NAKH900103	0.006
SeqPos.5.DESM900101	0.006
SeqPos.1.CHOP780213	0.006
SeqPos.5.WOEC730101	0.006
SeqPos.2.FAUJ880109	0.006
SeqPos.3.BAEK050101	0.006
SeqPos.5.FAUJ880108	0.006
SeqPos.6.DIGM050101	0.006
SeqPos.7.QIAN880138	0.006
SeqPos.2.LEVM760107	0.006
SeqPos.7.GUYH850102	0.006
SeqPos.9.BULH740101	0.006
SeqPos.6.QIAN880132	0.006
SeqPos.3.RICJ880101	0.006
SeqPos.3.RICJ880102	0.006
SeqPos.5.RICJ880101	0.006
SeqPos.5.RICJ880102	0.006
SeqPos.1.QIAN880115	0.006
SeqPos.7.TSAJ990101	0.006
SeqPos.7.TSAJ990102	0.006
SeqPos.4.TANS770108	0.006
SeqPos.6.RADA880106	0.006
SeqPos.7.BROC820102	0.006
SeqPos.5.PUNT030101	0.006
SeqPos.3.CHOC760104	0.006
SeqPos.9.GEIM800102	0.006
SeqPos.2.NAKH920108	0.006
SeqPos.3.KRIW790103	0.006
SeqPos.5.QIAN880114	0.006
SeqPos.4.TANS770110	0.006
SeqPos.2.WERD780101	0.006
SeqPos.1.RADA880104	0.006
SeqPos.3.CHOC760102	0.006
SeqPos.3.QIAN880110	0.006
SeqPos.1.QIAN880110	0.006
SeqPos.2.QIAN880120	0.006
SeqPos.4.RICJ880116	0.006
SeqPos.4.MAXF760102	0.006
SeqPos.4.BEGF750102	0.006
SeqPos.3.RICJ880104	0.006
SeqPos.7.WERD780101	0.006
SeqPos.5.MAXF760105	0.006
SeqPos.9.MEEJ800101	0.006
SeqPos.4.RACS820104	0.006
SeqPos.7.LAWE840101	0.006
SeqPos.4.TAKK010101	0.006
SeqPos.1.QIAN880137	0.006
SeqPos.2.FINA910104	0.006
SeqPos.3.RACS820104	0.006
SeqPos.7.LIFS790101	0.006
SeqPos.6.GEIM800110	0.006
SeqPos.1.ROBB760112	0.006
SeqPos.1.CHOP780203	0.006
SeqPos.4.CHAM820101	0.006
SeqPos.1.RICJ880104	0.006
SeqPos.2.DAYM780201	0.006
SeqPos.1.GEIM800108	0.006
SeqPos.2.PONP800103	0.006
SeqPos.7.PONP800104	0.006
SeqPos.4.CHAM830104	0.006
SeqPos.5.KIMC930101	0.006
SeqPos.3.GEIM800101	0.006
SeqPos.3.PRAM900104	0.006
SeqPos.3.QIAN880131	0.006
SeqPos.6.KHAG800101	0.006
SeqPos.7.RICJ880107	0.006
SeqPos.2.QIAN880139	0.006
SeqPos.5.CORJ870108	0.006
SeqPos.4.GEIM800109	0.006
SeqPos.3.CHOP780214	0.006
SeqPos.3.CORJ870105	0.006
SeqPos.1.BASU050103	0.006
SeqPos.1.GEOR030107	0.006
SeqPos.6.FUKS010107	0.006
SeqPos.4.QIAN880122	0.006
SeqPos.6.FAUJ880105	0.006
SeqPos.1.AURR980115	0.006
SeqPos.2.BASU050101	0.006
SeqPos.2.QIAN880122	0.006
SeqPos.1.MIYS990105	0.006
SeqPos.8.ISOY800108	0.006
SeqPos.4.RACS820105	0.006
SeqPos.3.NADH010105	0.006
SeqPos.2.PONP800101	0.006
SeqPos.4.PALJ810113	0.006
SeqPos.6.MAXF760103	0.006
SeqPos.1.NAKH920107	0.006
SeqPos.2.CORJ870106	0.006
SeqPos.9.FUKS010112	0.006
SeqPos.5.GUOD860101	0.006
SeqPos.4.QIAN880138	0.006
SeqPos.2.FAUJ880108	0.006
SeqPos.5.PALJ810112	0.006
SeqPos.4.QIAN880129	0.006
